timestampUtc,session,playerBase,playerState,food,wood,stone,gold,populationCurrent,populationAvailable,populationCapacity,villagerCount,nonVillagerCount
2026-07-27T21:02:38.3989409Z,1,0x0B842B98,0x0F737440,1300,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:38.9117854Z,1,0x0B842B98,0x0F737440,1300,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:39.4260850Z,1,0x0B842B98,0x0F737440,1300,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:39.9424418Z,1,0x0B842B98,0x0F737440,1300,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:40.4561811Z,1,0x0B842B98,0x0F737440,1300,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:40.9704274Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:41.4847481Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:41.9990849Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:42.5140198Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:43.0251359Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:43.5381526Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:44.0534522Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:44.5681854Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:45.0796006Z,1,0x0B842B98,0x0F737440,1250,1250,1000,1000,3,1,4,3,0
2026-07-27T21:02:45.5817672Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:46.0926852Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:46.6063618Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:47.1077464Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:47.6115220Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:48.1227938Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:48.6253090Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:49.1269830Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:49.6402863Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:50.1566003Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:50.6639397Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:51.1778861Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:51.6907395Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:52.2053513Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:52.7218538Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:53.2366457Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:53.7523126Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:54.2644076Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:54.7666087Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:55.2789127Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:55.7923874Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,1,4,3,0
2026-07-27T21:02:56.3079396Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:02:56.8212508Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:02:57.3339971Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:02:57.8468741Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:02:58.3603578Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:02:58.8737842Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:02:59.3885600Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:02:59.9001503Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:03:00.4155113Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:03:00.9271535Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,3,5,8,3,0
2026-07-27T21:03:01.4426997Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:01.9578349Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:02.4717070Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:02.9856053Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:03.5002012Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:04.0147099Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:04.5278931Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:05.0311627Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:05.5466900Z,1,0x0B842B98,0x0F737440,1250,1220,1000,1000,4,4,8,4,0
2026-07-27T21:03:06.0476619Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:06.5624200Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:07.0777246Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:07.5924046Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:08.1059003Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:08.6217642Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:09.1375786Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:09.6495663Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:10.1612116Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:10.6764531Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:11.1912465Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:11.6944526Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:12.2090892Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:12.7229302Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:13.2397527Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:13.7564423Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:14.2610260Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:14.7761525Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:15.2773238Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:15.7923092Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:16.3071396Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:16.8203211Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:17.3357871Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:17.8508769Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:18.3639743Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:18.8659196Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:19.3817926Z,1,0x0B842B98,0x0F737440,1250,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:19.8961794Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:20.4095457Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:20.9224775Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:21.4282391Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:21.9438533Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:22.4589795Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:22.9740299Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:23.4895302Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:24.0047986Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:24.5166065Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:25.0333967Z,1,0x0B842B98,0x0F737440,1200,1095,1000,1000,4,4,8,4,0
2026-07-27T21:03:25.5449756Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:26.0585208Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:26.5729808Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:27.0875444Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:27.6030443Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:28.1155909Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:28.6307092Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:29.1328608Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:29.6344273Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:30.1489705Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:30.6501535Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:31.1633003Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:31.6773815Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:32.1888195Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:32.7041272Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:33.2204664Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:33.7337767Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:34.2471418Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:34.7627452Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:35.2639249Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:35.7666140Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:36.2808288Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:36.7946830Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:37.3097917Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:37.8222966Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:38.3328286Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:38.8480805Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:39.3499514Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:39.8660770Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:40.3779204Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:40.8921816Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:41.4041127Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:41.9177786Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:42.4322302Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:42.9482245Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:43.4628087Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:43.9770097Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:44.4916726Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:45.0033604Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:45.5193198Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,4,4,8,4,0
2026-07-27T21:03:46.0345903Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,5,3,8,4,1
2026-07-27T21:03:46.5507784Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,5,3,8,4,1
2026-07-27T21:03:47.0521052Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,5,3,8,4,1
2026-07-27T21:03:47.5668465Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,5,3,8,4,1
2026-07-27T21:03:48.0819660Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,5,3,8,4,1
2026-07-27T21:03:48.5830198Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,5,3,8,4,1
2026-07-27T21:03:49.0966343Z,1,0x0B842B98,0x0F737440,1200,995,1000,1000,5,3,8,4,1
2026-07-27T21:03:49.6107916Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:50.1117907Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:50.6237359Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:51.1362363Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:51.6491748Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:52.1655769Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:52.6782536Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:53.1814077Z,1,0x0B842B98,0x0F737440,1200,945,1000,1000,5,3,8,4,1
2026-07-27T21:03:53.6933864Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:54.2092870Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:54.7098880Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:55.2148843Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:55.7272100Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:56.2400946Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:56.7517889Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:57.2668565Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:57.7830101Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:58.2919212Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:58.8071501Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:59.3224878Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:03:59.8360740Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:00.3525814Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:00.8619980Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:01.3744262Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:01.8913326Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:02.4036115Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:02.9172354Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:03.4331318Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:03.9347338Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:04.4488331Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:04.9633388Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:05.4779473Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:05.9935724Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:06.4984085Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:07.0121017Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:07.5243960Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:08.0376340Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:08.5485311Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:09.0621070Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:09.5779680Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:10.0919155Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:10.6075382Z,1,0x0B842B98,0x0F737440,1200,825,1000,1000,5,3,8,4,1
2026-07-27T21:04:11.1223476Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:11.6410688Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:12.1556228Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:12.6573729Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:13.1713489Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:13.6844613Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:14.1985544Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:14.7107738Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:15.2126072Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:15.7285642Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,5,3,8,4,1
2026-07-27T21:04:16.2422475Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,6,2,8,5,1
2026-07-27T21:04:16.7550224Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,6,2,8,5,1
2026-07-27T21:04:17.2687823Z,1,0x0B842B98,0x0F737440,1200,705,1000,1000,6,2,8,5,1
2026-07-27T21:04:17.7817096Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:18.2976419Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:18.8120620Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:19.3240030Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:19.8402916Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:20.3539645Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:20.8660039Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:21.3791314Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
2026-07-27T21:04:21.8925653Z,1,0x0B842B98,0x0F737440,1200,605,1000,1000,6,2,8,5,1
